1	-0.55	0
2	-0.55	0
3	-0.65	0
4	-0.80	-0.80
5	-1.10	0
6	-0.60	0
7	-2.10	0
8	-2.40	-1.60
9	-1.00	0
10	-1.50	0
11	-1.05	0
12	-1.10	1.30
13	-1.80	0
14	0.40	0
15	-328.45	0
16	-1215.35	-1214.25
17	-1520.00	0
18	-1520.30	0
19	-1520.35	0
20	-1520.50	-305.15
21	-1520.90	0
22	-1520.35	0
23	-1124.30	0
24	-490.05	1030.45
25	-491.05	0
26	-491.40	0
27	-491.40	0
28	-491.10	-1.05
29	-490.60	0
30	-490.95	0
31	-489.75	0
32	-489.25	1.85
33	-489.70	0
34	-489.25	0
35	-488.80	0
36	-479.70	9.55
37	-466.65	0
38	-467.70	0
39	-467.10	0
40	-468.85	10.85
41	-469.40	0
42	-469.00	0
43	-468.95	0
44	-468.80	0.05
45	-469.45	0
46	-469.95	0
47	-477.75	0
48	-484.50	-15.70
49	-485.95	0
50	-486.75	0
51	-487.05	0
52	-486.35	-1.85
53	-486.80	0
54	-487.35	0
55	-488.30	0
56	-487.45	-1.10
57	-487.25	0
58	-488.25	0
59	-488.30	0
60	-488.40	-0.95
61	-488.45	0
62	-489.20	0
63	-489.55	0
64	-488.40	0.00
65	-489.10	0
66	-488.65	0
67	-488.75	0
68	-488.85	-0.45
69	-488.95	0
70	-488.50	0
71	-489.30	0
72	-489.00	-0.15
73	-488.95	0
74	-489.45	0
75	-489.35	0
76	-489.40	-0.40
77	-488.40	0
78	-488.25	0
79	-488.75	0
80	-488.70	0.70
81	-488.80	0
82	-488.90	0
83	-488.75	0
84	-489.40	-0.70
85	-489.55	0
86	-489.85	0
87	-489.60	0
88	-489.50	-0.10
89	-489.80	0
90	-490.10	0
91	-490.20	0
92	-490.05	-0.55
93	-489.55	0
94	-490.15	0
95	-488.95	0
96	-489.45	0.60
97	-489.70	0
98	-488.55	0
99	-489.15	0
100	-489.65	-0.20
101	-488.40	0
102	-489.20	0
103	-489.15	0
104	-489.45	0.20
105	-490.15	0
106	-488.75	0
107	-489.20	0
108	-488.25	1.20
109	-488.50	0
110	-486.90	0
111	-487.90	0
112	-487.45	0.80
113	-487.60	0
